Entry_Time,Exit_Time,Side,Entry,Exit,Contract,PnL,Equity
2011-04-26 00:00:00+00:00,2011-04-26 04:00:00+00:00,long,2373.75,2384.5,2011-06,10.75,256.72982096785927
2011-05-25 12:00:00+00:00,2011-05-26 08:00:00+00:00,short,2312.25,2306.5,2011-06,5.75,262.47982096785927
2011-07-31 19:00:00+00:00,2011-08-01 10:00:00+00:00,short,2388.5,2347.5,2011-09,41.0,303.47982096785927
2011-08-03 16:00:00+00:00,2011-08-04 09:00:00+00:00,short,2310.75,2273.0,2011-09,37.75,341.22982096785927
2011-08-09 11:00:00+00:00,2011-08-10 10:00:00+00:00,short,2118.0,2084.0,2011-09,34.0,375.22982096785927
2011-08-30 09:00:00+00:00,2011-08-30 11:00:00+00:00,long,2204.75,2234.5,2011-09,29.75,404.97982096785927
2011-10-04 12:00:00+00:00,2011-10-05 14:00:00+00:00,short,2095.0,2174.9217415697894,2011-12,-79.92174156978945,325.0580793980698
2011-10-07 13:00:00+00:00,2011-10-09 20:00:00+00:00,long,2189.0,2226.5,2011-12,37.5,362.5580793980698
2011-10-17 11:00:00+00:00,2011-10-18 11:00:00+00:00,long,2346.0,2343.0,2011-12,-3.0,359.5580793980698
2011-11-02 03:00:00+00:00,2011-11-03 03:00:00+00:00,short,2324.25,2280.25,2011-12,44.0,403.5580793980698
2011-11-18 09:00:00+00:00,2011-11-20 18:00:00+00:00,short,2281.75,2240.0,2011-12,41.75,445.3080793980698
2011-11-25 10:00:00+00:00,2011-11-29 00:00:00+00:00,short,2170.75,2230.526949111347,2011-12,-59.77694911134722,385.5311302867226
2011-12-02 16:00:00+00:00,2011-12-05 07:00:00+00:00,long,2301.5,2331.25,2012-03,29.75,415.2811302867226
2011-12-15 08:00:00+00:00,2011-12-21 09:00:00+00:00,short,2247.5,2242.0,2012-03,5.5,420.7811302867226
2012-01-05 06:00:00+00:00,2012-01-05 12:00:00+00:00,long,2310.25,2338.25,2012-03,28.0,448.7811302867226
2012-03-20 10:00:00+00:00,2012-03-20 16:00:00+00:00,long,2710.75,2737.5,2012-06,26.75,475.5311302867226
2012-05-07 13:00:00+00:00,2012-05-08 04:00:00+00:00,short,2639.5,2619.75,2012-06,19.75,495.2811302867226
2012-06-04 16:00:00+00:00,2012-06-06 20:00:00+00:00,short,2476.0,2555.3018302251753,2012-09,-79.30183022517531,415.9793000615473
2012-06-07 18:00:00+00:00,2012-06-08 10:00:00+00:00,long,2537.5,2542.75,2012-09,5.25,421.2293000615473
2012-06-22 12:00:00+00:00,2012-06-25 09:00:00+00:00,short,2564.0,2546.75,2012-09,17.25,438.4793000615473
2012-06-26 10:00:00+00:00,2012-06-28 04:00:00+00:00,short,2540.25,2545.0,2012-09,-4.75,433.7293000615473
2012-07-20 09:00:00+00:00,2012-07-22 22:00:00+00:00,long,2644.5,2599.338007634518,2012-09,-45.16199236548209,388.5673076960652
2012-07-25 14:00:00+00:00,2012-07-27 11:00:00+00:00,short,2557.25,2613.9002318732946,2012-09,-56.650231873294615,331.9170758227706
2012-08-20 10:00:00+00:00,2012-08-21 08:00:00+00:00,long,2769.25,2791.25,2012-09,22.0,353.9170758227706
2012-08-21 14:00:00+00:00,2012-08-22 14:00:00+00:00,long,2769.25,2777.75,2012-09,8.5,362.4170758227706
2012-09-27 11:00:00+00:00,2012-09-28 08:00:00+00:00,short,2790.25,2806.0,2012-12,-15.75,346.6670758227706
2012-10-11 09:00:00+00:00,2012-10-16 12:00:00+00:00,short,2739.5,2768.6886110770038,2012-12,-29.18861107700377,317.4784647457668
2012-10-22 16:00:00+00:00,2012-10-23 06:00:00+00:00,short,2686.5,2659.25,2012-12,27.25,344.7284647457668
2012-11-09 11:00:00+00:00,2012-11-12 10:00:00+00:00,short,2591.25,2575.25,2012-12,16.0,360.7284647457668
2012-11-16 09:00:00+00:00,2012-11-16 10:00:00+00:00,short,2530.0,2510.75,2012-12,19.25,379.9784647457668
2012-11-16 13:00:00+00:00,2012-11-20 11:00:00+00:00,short,2531.25,2595.122370685299,2012-12,-63.87237068529885,316.10609406046797
2012-11-27 11:00:00+00:00,2012-11-28 12:00:00+00:00,long,2641.25,2651.75,2012-12,10.5,326.60609406046797
2012-12-19 15:00:00+00:00,2012-12-20 20:00:00+00:00,long,2697.0,2644.992225689272,2013-03,-52.00777431072811,274.59831974973986
2012-12-21 16:00:00+00:00,2012-12-26 10:00:00+00:00,short,2659.5,2637.75,2013-03,21.75,296.34831974973986
2013-01-03 16:00:00+00:00,2013-01-07 15:00:00+00:00,long,2727.75,2719.0,2013-03,-8.75,287.59831974973986
2013-02-05 08:00:00+00:00,2013-02-05 14:00:00+00:00,short,2723.75,2753.968563712067,2013-03,-30.218563712066953,257.3797560376729
2013-02-22 13:00:00+00:00,2013-02-25 15:00:00+00:00,short,2732.5,2696.5,2013-03,36.0,293.3797560376729
2013-04-18 08:00:00+00:00,2013-04-18 09:00:00+00:00,short,2785.5,2759.5,2013-06,26.0,319.3797560376729
2013-04-19 13:00:00+00:00,2013-04-23 08:00:00+00:00,short,2769.5,2816.45478288019,2013-06,-46.95478288019012,272.4249731574828
2013-05-01 11:00:00+00:00,2013-05-02 08:00:00+00:00,long,2878.0,2877.75,2013-06,-0.25,272.1749731574828
2013-06-13 12:00:00+00:00,2013-06-14 10:00:00+00:00,short,2937.5,2942.75,2013-09,-5.25,266.9249731574828
2013-07-05 10:00:00+00:00,2013-07-10 09:00:00+00:00,long,2946.25,2987.25,2013-09,41.0,307.9249731574828
2013-08-16 11:00:00+00:00,2013-08-16 15:00:00+00:00,short,3087.75,3067.0,2013-09,20.75,328.6749731574828
2013-08-28 13:00:00+00:00,2013-08-30 09:00:00+00:00,short,3081.75,3077.0,2013-09,4.75,333.4249731574828
2013-09-20 12:00:00+00:00,2013-09-23 08:00:00+00:00,long,3225.0,3231.5,2013-12,6.5,339.9249731574828
2013-10-22 15:00:00+00:00,2013-10-24 12:00:00+00:00,long,3358.0,3359.75,2013-12,1.75,341.6749731574828
2013-12-04 14:00:00+00:00,2013-12-06 04:00:00+00:00,long,3461.25,3493.75,2014-03,32.5,374.1749731574828
2013-12-18 13:00:00+00:00,2013-12-18 15:00:00+00:00,long,3443.5,3505.0,2014-03,61.5,435.6749731574828
2014-01-07 06:00:00+00:00,2014-01-08 10:00:00+00:00,short,3533.75,3561.8344590352026,2014-03,-28.0844590352026,407.5905141222802
2014-01-28 19:00:00+00:00,2014-01-29 08:00:00+00:00,short,3513.75,3474.5,2014-03,39.25,446.8405141222802
2014-02-04 10:00:00+00:00,2014-02-05 10:00:00+00:00,short,3458.0,3426.25,2014-03,31.75,478.5905141222802
2014-02-18 05:00:00+00:00,2014-02-18 10:00:00+00:00,long,3659.25,3679.75,2014-03,20.5,499.0905141222802
2014-03-25 10:00:00+00:00,2014-03-26 13:00:00+00:00,short,3641.0,3599.0,2014-06,42.0,541.0905141222802
2014-03-28 06:00:00+00:00,2014-04-01 09:00:00+00:00,short,3572.0,3614.7961347204587,2014-06,-42.79613472045867,498.2943794018215
2014-04-02 14:00:00+00:00,2014-04-03 09:00:00+00:00,long,3647.75,3667.0,2014-06,19.25,517.5443794018215
2014-04-08 11:00:00+00:00,2014-04-09 15:00:00+00:00,short,3522.75,3589.1318441580415,2014-06,-66.38184415804153,451.16253524378
2014-04-14 11:00:00+00:00,2014-04-15 10:00:00+00:00,short,3480.75,3430.0,2014-06,50.75,501.91253524378
2014-05-14 06:00:00+00:00,2014-05-15 09:00:00+00:00,long,3604.0,3571.795005878341,2014-06,-32.20499412165918,469.7075411221208
2014-05-28 16:00:00+00:00,2014-05-29 14:00:00+00:00,long,3710.0,3729.75,2014-06,19.75,489.4575411221208
2014-05-30 14:00:00+00:00,2014-06-03 16:00:00+00:00,long,3722.25,3732.75,2014-06,10.5,499.9575411221208
2014-06-09 15:00:00+00:00,2014-06-10 18:00:00+00:00,long,3791.25,3798.75,2014-09,7.5,507.4575411221208
2014-06-11 09:00:00+00:00,2014-06-16 09:00:00+00:00,long,3783.25,3774.25,2014-09,-9.0,498.4575411221208
2014-07-02 08:00:00+00:00,2014-07-03 09:00:00+00:00,long,3887.75,3897.75,2014-09,10.0,508.4575411221208
2014-07-07 03:00:00+00:00,2014-07-08 09:00:00+00:00,long,3910.25,3888.210507783178,2014-09,-22.039492216822055,486.41804890529875
2014-08-04 10:00:00+00:00,2014-08-05 08:00:00+00:00,short,3891.75,3883.75,2014-09,8.0,494.41804890529875
2014-08-07 10:00:00+00:00,2014-08-07 12:00:00+00:00,short,3886.25,3861.25,2014-09,25.0,519.4180489052987
2014-08-20 10:00:00+00:00,2014-08-20 11:00:00+00:00,long,4037.0,4042.25,2014-09,5.25,524.6680489052987
2014-08-21 10:00:00+00:00,2014-08-21 16:00:00+00:00,long,4044.75,4048.75,2014-09,4.0,528.6680489052987
2014-08-22 11:00:00+00:00,2014-08-22 13:00:00+00:00,long,4044.25,4057.75,2014-09,13.5,542.1680489052987
2014-08-27 10:00:00+00:00,2014-08-29 03:00:00+00:00,long,4064.5,4083.5,2014-09,19.0,561.1680489052987
2014-10-13 13:00:00+00:00,2014-10-13 15:00:00+00:00,short,3873.75,3803.75,2014-12,70.0,631.1680489052987
2014-10-14 12:00:00+00:00,2014-10-15 07:00:00+00:00,short,3846.25,3780.0,2014-12,66.25,697.4180489052987
2014-10-22 13:00:00+00:00,2014-10-23 07:00:00+00:00,long,3958.75,3977.0,2014-12,18.25,715.6680489052987
2014-10-27 10:00:00+00:00,2014-10-28 04:00:00+00:00,long,4017.0,4059.5,2014-12,42.5,758.1680489052987
2014-12-11 13:00:00+00:00,2014-12-15 11:00:00+00:00,short,4291.75,4144.0,2015-03,147.75,905.9180489052987
2014-12-17 12:00:00+00:00,2014-12-18 09:00:00+00:00,short,4133.5,4229.196718202497,2015-03,-95.69671820249732,810.2213307028014
2014-12-23 16:00:00+00:00,2014-12-24 09:00:00+00:00,long,4278.5,4293.0,2015-03,14.5,824.7213307028014
2014-12-29 08:00:00+00:00,2014-12-31 10:00:00+00:00,long,4301.25,4303.0,2015-03,1.75,826.4713307028014
2015-01-07 08:00:00+00:00,2015-01-07 20:00:00+00:00,short,4132.0,4189.820337436127,2015-03,-57.820337436127375,768.650993266674
2015-01-09 08:00:00+00:00,2015-01-12 06:00:00+00:00,long,4222.75,4226.0,2015-03,3.25,771.900993266674
2015-01-16 11:00:00+00:00,2015-01-22 08:00:00+00:00,short,4105.0,4217.645676298802,2015-03,-112.64567629880185,659.2553169678722
2015-01-25 19:00:00+00:00,2015-01-27 10:00:00+00:00,long,4233.5,4158.382224462361,2015-03,-75.11777553763932,584.1375414302329
2015-02-20 10:00:00+00:00,2015-02-20 13:00:00+00:00,long,4400.25,4432.75,2015-03,32.5,616.6375414302329
2015-02-26 10:00:00+00:00,2015-02-26 12:00:00+00:00,long,4433.0,4458.75,2015-03,25.75,642.3875414302329
2015-03-09 09:00:00+00:00,2015-03-10 06:00:00+00:00,short,4413.0,4388.0,2015-06,25.0,667.3875414302329
2015-03-12 16:00:00+00:00,2015-03-13 10:00:00+00:00,short,4334.75,4294.25,2015-06,40.5,707.8875414302329
2015-03-18 13:00:00+00:00,2015-03-18 14:00:00+00:00,long,4355.75,4410.25,2015-06,54.5,762.3875414302329
2015-03-23 16:00:00+00:00,2015-03-24 10:00:00+00:00,long,4439.75,4454.25,2015-06,14.5,776.8875414302329
2015-04-27 15:00:00+00:00,2015-04-29 12:00:00+00:00,long,4518.75,4456.416623950134,2015-06,-62.333376049866274,714.5541653803666
2015-05-01 10:00:00+00:00,2015-05-04 09:00:00+00:00,short,4434.5,4496.275559824661,2015-06,-61.775559824661286,652.7786055557053
2015-05-07 13:00:00+00:00,2015-05-11 05:00:00+00:00,short,4405.75,4444.25,2015-06,-38.5,614.2786055557053
2015-06-17 13:00:00+00:00,2015-06-17 14:00:00+00:00,long,4443.0,4472.25,2015-09,29.25,643.5286055557053
2015-07-15 15:00:00+00:00,2015-07-15 16:00:00+00:00,long,4515.75,4536.0,2015-09,20.25,663.7786055557053
2015-07-21 11:00:00+00:00,2015-07-22 00:00:00+00:00,long,4659.75,4604.93001881292,2015-09,-54.819981187079975,608.9586243686254
2015-09-23 05:00:00+00:00,2015-09-24 06:00:00+00:00,short,4282.75,4230.75,2015-12,52.0,660.9586243686254
2015-11-11 13:00:00+00:00,2015-11-11 15:00:00+00:00,short,4667.75,4626.25,2015-12,41.5,702.4586243686254
2015-11-23 14:00:00+00:00,2015-11-24 10:00:00+00:00,long,4675.5,4615.875559171247,2015-12,-59.624440828752995,642.8341835398724
2015-12-30 10:00:00+00:00,2015-12-31 09:00:00+00:00,long,4663.75,4622.725109597311,2016-03,-41.02489040268938,601.809293137183
2016-01-14 12:00:00+00:00,2016-01-15 08:00:00+00:00,short,4227.75,4141.75,2016-03,86.0,687.809293137183
2016-02-18 11:00:00+00:00,2016-02-21 22:00:00+00:00,long,4170.75,4186.25,2016-03,15.5,703.309293137183
2016-04-04 11:00:00+00:00,2016-04-05 21:00:00+00:00,long,4502.25,4488.25,2016-06,-14.0,689.309293137183
2016-04-27 18:00:00+00:00,2016-04-28 15:00:00+00:00,short,4432.0,4355.75,2016-06,76.25,765.559293137183
2016-05-05 05:00:00+00:00,2016-05-05 13:00:00+00:00,short,4339.25,4299.0,2016-06,40.25,805.809293137183
2016-05-31 10:00:00+00:00,2016-05-31 21:00:00+00:00,long,4519.25,4531.0,2016-06,11.75,817.559293137183
2016-06-28 10:00:00+00:00,2016-06-29 11:00:00+00:00,short,4261.0,4345.3899193535535,2016-09,-84.38991935355352,733.1693737836295
2016-07-04 22:00:00+00:00,2016-07-05 22:00:00+00:00,long,4421.0,4362.105277038978,2016-09,-58.894722961022126,674.2746508226073
2016-07-21 12:00:00+00:00,2016-07-22 10:00:00+00:00,long,4643.5,4653.5,2016-09,10.0,684.2746508226073
2016-09-16 10:00:00+00:00,2016-09-18 19:00:00+00:00,long,4802.5,4822.75,2016-12,20.25,704.5246508226073
2016-10-14 10:00:00+00:00,2016-10-20 08:00:00+00:00,short,4835.25,4827.5,2016-12,7.75,712.2746508226073
2016-11-04 13:00:00+00:00,2016-11-04 15:00:00+00:00,short,4693.5,4657.5,2016-12,36.0,748.2746508226073
2016-11-06 19:00:00+00:00,2016-11-08 09:00:00+00:00,short,4722.5,4755.75,2016-12,-33.25,715.0246508226073
2016-12-05 05:00:00+00:00,2016-12-06 12:00:00+00:00,short,4766.75,4771.75,2017-03,-5.0,710.0246508226073
2016-12-14 15:00:00+00:00,2016-12-15 11:00:00+00:00,long,4929.75,4949.25,2017-03,19.5,729.5246508226073
2016-12-21 10:00:00+00:00,2016-12-22 11:00:00+00:00,long,4949.0,4922.255868093134,2017-03,-26.744131906865732,702.7805189157416
2017-01-26 19:00:00+00:00,2017-01-27 08:00:00+00:00,long,5144.0,5158.5,2017-03,14.5,717.2805189157416
2017-02-14 11:00:00+00:00,2017-02-14 12:00:00+00:00,long,5246.75,5264.5,2017-03,17.75,735.0305189157416
2017-02-16 11:00:00+00:00,2017-02-17 12:00:00+00:00,long,5297.5,5310.75,2017-03,13.25,748.2805189157416
2017-03-22 11:00:00+00:00,2017-03-23 09:00:00+00:00,short,5354.25,5356.75,2017-06,-2.5,745.7805189157416
2017-04-21 10:00:00+00:00,2017-04-23 18:00:00+00:00,long,5438.25,5487.0,2017-06,48.75,794.5305189157416
2017-04-26 12:00:00+00:00,2017-04-27 09:00:00+00:00,long,5541.75,5557.5,2017-06,15.75,810.2805189157416
2017-05-02 10:00:00+00:00,2017-05-04 05:00:00+00:00,long,5626.0,5630.0,2017-06,4.0,814.2805189157416
2017-05-10 10:00:00+00:00,2017-05-12 11:00:00+00:00,long,5666.0,5690.0,2017-06,24.0,838.2805189157416
2017-05-18 11:00:00+00:00,2017-05-24 21:00:00+00:00,short,5624.5,5743.596530935956,2017-06,-119.09653093595625,719.1839879797853
2017-05-29 22:00:00+00:00,2017-05-30 10:00:00+00:00,long,5784.75,5808.0,2017-06,23.25,742.4339879797853
2017-06-06 09:00:00+00:00,2017-06-07 11:00:00+00:00,long,5871.5,5892.0,2017-09,20.5,762.9339879797853
2017-06-13 10:00:00+00:00,2017-06-14 14:00:00+00:00,short,5750.0,5721.25,2017-09,28.75,791.6839879797853
2017-06-28 11:00:00+00:00,2017-06-29 08:00:00+00:00,short,5721.75,5729.0,2017-09,-7.25,784.4339879797853
2017-06-30 08:00:00+00:00,2017-07-03 10:00:00+00:00,short,5670.5,5635.0,2017-09,35.5,819.9339879797853
2017-07-11 08:00:00+00:00,2017-07-11 10:00:00+00:00,long,5685.0,5709.25,2017-09,24.25,844.1839879797853
2017-07-17 12:00:00+00:00,2017-07-18 13:00:00+00:00,long,5839.75,5872.5,2017-09,32.75,876.9339879797853
2017-08-11 10:00:00+00:00,2017-08-14 19:00:00+00:00,short,5811.25,5927.509961685801,2017-09,-116.25996168580059,760.6740262939848
2017-08-18 12:00:00+00:00,2017-08-21 10:00:00+00:00,short,5825.75,5767.5,2017-09,58.25,818.9240262939848
2017-09-03 19:00:00+00:00,2017-09-04 19:00:00+00:00,long,5964.0,5980.5,2017-12,16.5,835.4240262939848
2017-09-26 09:00:00+00:00,2017-09-28 10:00:00+00:00,short,5899.5,5930.25,2017-12,-30.75,804.6740262939848
2017-10-04 08:00:00+00:00,2017-10-04 11:00:00+00:00,long,5989.75,6002.5,2017-12,12.75,817.4240262939848
2017-10-06 09:00:00+00:00,2017-10-10 08:00:00+00:00,long,6043.75,6092.25,2017-12,48.5,865.9240262939848
2017-11-01 12:00:00+00:00,2017-11-02 16:00:00+00:00,long,6243.25,6271.25,2017-12,28.0,893.9240262939848
2017-12-01 11:00:00+00:00,2017-12-04 10:00:00+00:00,short,6358.75,6306.0,2018-03,52.75,946.6740262939848
2017-12-12 18:00:00+00:00,2017-12-13 09:00:00+00:00,long,6385.0,6431.0,2018-03,46.0,992.6740262939848
2017-12-19 13:00:00+00:00,2017-12-21 08:00:00+00:00,long,6493.25,6497.75,2018-03,4.5,997.1740262939848
2018-01-16 15:00:00+00:00,2018-01-17 11:00:00+00:00,long,6745.2496,6805.7504,2018-03,60.5007999999998,1057.6748262939846
2018-01-24 12:00:00+00:00,2018-01-25 07:00:00+00:00,long,6939.5,6968.0,2018-03,28.5,1086.1748262939846
2018-02-05 11:00:00+00:00,2018-02-05 14:00:00+00:00,short,6784.5,6657.25,2018-03,127.25,1213.4248262939846
2018-02-27 12:00:00+00:00,2018-02-28 09:00:00+00:00,long,6935.7504,6985.0,2018-03,49.2496000000001,1262.6744262939847
2018-03-13 12:00:00+00:00,2018-03-19 11:00:00+00:00,long,7098.7504,6842.72216931307,2018-06,-256.0282306869303,1006.6461956070543
2018-03-29 11:00:00+00:00,2018-04-02 11:00:00+00:00,short,6563.75,6431.75,2018-06,132.0,1138.6461956070543
2018-04-05 14:00:00+00:00,2018-04-09 10:00:00+00:00,long,6588.25,6560.5,2018-06,-27.75,1110.8961956070543
2018-04-19 13:00:00+00:00,2018-04-23 10:00:00+00:00,long,6766.5,6734.7504,2018-06,-31.7496000000001,1079.1465956070542
2018-04-25 14:00:00+00:00,2018-04-27 10:00:00+00:00,short,6522.5,6660.75,2018-06,-138.25,940.8965956070542
2018-05-08 10:00:00+00:00,2018-05-09 04:00:00+00:00,long,6794.7504,6873.2496,2018-06,78.4992000000002,1019.3957956070544
2018-06-26 13:00:00+00:00,2018-06-27 03:00:00+00:00,short,7110.5,7030.2496,2018-09,80.2503999999999,1099.6461956070543
2018-07-16 11:00:00+00:00,2018-07-17 11:00:00+00:00,long,7376.0,7420.2496,2018-09,44.2496000000001,1143.8957956070544
2018-07-31 11:00:00+00:00,2018-08-02 03:00:00+00:00,short,7218.7504,7241.7504,2018-09,-23.0,1120.8957956070544
2018-08-03 12:00:00+00:00,2018-08-03 15:00:00+00:00,long,7369.0,7426.0,2018-09,57.0,1177.8957956070544
2018-08-08 09:00:00+00:00,2018-08-08 10:00:00+00:00,long,7458.0,7515.0,2018-09,57.0,1234.8957956070544
2018-09-07 10:00:00+00:00,2018-09-12 09:00:00+00:00,short,7473.5,7493.5,2018-12,-20.0,1214.8957956070544
2018-10-09 10:00:00+00:00,2018-10-10 09:00:00+00:00,short,7411.0,7292.0,2018-12,119.0,1333.8957956070544
2018-10-12 04:00:00+00:00,2018-10-15 18:00:00+00:00,short,7153.5,7083.2496,2018-12,70.2503999999999,1404.1461956070543
2018-10-17 11:00:00+00:00,2018-10-19 09:00:00+00:00,long,7243.0,7216.7504,2018-12,-26.2496000000001,1377.8965956070542
2018-11-13 11:00:00+00:00,2018-11-14 03:00:00+00:00,short,6903.5,6779.7504,2018-12,123.7496000000001,1501.6461956070543
2018-12-03 14:00:00+00:00,2018-12-05 18:00:00+00:00,long,7034.7504,6743.135873048273,2019-03,-291.6145269517265,1210.0316686553278
2018-12-26 12:00:00+00:00,2018-12-27 13:00:00+00:00,short,6068.25,6076.75,2019-03,-8.5,1201.5316686553278
2019-01-16 21:00:00+00:00,2019-01-17 14:00:00+00:00,long,6648.25,6717.2496,2019-03,68.9996000000001,1270.531268655328
2019-02-06 18:00:00+00:00,2019-02-08 14:00:00+00:00,long,6988.0,6903.2496,2019-03,-84.7503999999999,1185.780868655328
2019-02-13 16:00:00+00:00,2019-02-18 12:00:00+00:00,long,7021.0,7080.7504,2019-03,59.7503999999999,1245.531268655328
2019-02-19 09:00:00+00:00,2019-02-19 11:00:00+00:00,long,7042.7504,7116.5,2019-03,73.7496000000001,1319.280868655328
2019-03-25 13:00:00+00:00,2019-03-27 11:00:00+00:00,short,7339.2496,7288.2496,2019-06,51.0,1370.280868655328
2019-04-04 12:00:00+00:00,2019-04-04 20:00:00+00:00,long,7548.7504,7602.2496,2019-06,53.4992000000002,1423.7800686553283
2019-04-09 14:00:00+00:00,2019-04-10 07:00:00+00:00,long,7594.2496,7635.7504,2019-06,41.5007999999998,1465.280868655328
2019-06-19 10:00:00+00:00,2019-06-19 18:00:00+00:00,long,7632.2496,7713.7504,2019-09,81.5007999999998,1546.7816686553278
2019-06-24 10:00:00+00:00,2019-06-25 14:00:00+00:00,long,7752.2496,7627.874875769742,2019-09,-124.37472423025793,1422.40694442507
2019-07-05 05:00:00+00:00,2019-07-08 09:00:00+00:00,long,7873.2496,7787.251263714639,2019-09,-85.99833628536089,1336.408608139709
2019-09-09 13:00:00+00:00,2019-09-11 10:00:00+00:00,long,7830.5,7882.5,2019-12,52.0,1388.408608139709
2019-10-16 13:00:00+00:00,2019-10-17 05:00:00+00:00,long,7918.5,7985.7504,2019-12,67.2503999999999,1455.659008139709
2019-10-29 06:00:00+00:00,2019-10-30 14:00:00+00:00,long,8092.7504,8079.0,2019-12,-13.7503999999999,1441.908608139709
2019-10-31 13:00:00+00:00,2019-11-01 10:00:00+00:00,long,8064.7504,8148.2496,2019-12,83.4992000000002,1525.4078081397092
2019-11-05 10:00:00+00:00,2019-11-07 02:00:00+00:00,long,8218.5,8245.2496,2019-12,26.74959999999919,1552.1574081397084
2019-12-29 18:00:00+00:00,2019-12-31 16:00:00+00:00,long,8783.5,8772.0,2020-03,-11.5,1540.6574081397084
2020-01-28 01:00:00+00:00,2020-01-29 16:00:00+00:00,short,9025.0,9104.7504,2020-03,-79.75040000000081,1460.9070081397076
2020-02-11 15:00:00+00:00,2020-02-12 09:00:00+00:00,long,9535.0,9600.0,2020-03,65.0,1525.9070081397076
2020-02-13 05:00:00+00:00,2020-02-13 13:00:00+00:00,long,9541.7504,9638.7504,2020-03,97.0,1622.9070081397076
2020-02-17 19:00:00+00:00,2020-02-18 14:00:00+00:00,long,9602.5,9645.2496,2020-03,42.74959999999919,1665.6566081397068
2020-02-26 11:00:00+00:00,2020-02-27 13:00:00+00:00,short,9008.5,8649.7504,2020-03,358.7495999999992,2024.406208139706
2020-02-28 16:00:00+00:00,2020-03-03 13:00:00+00:00,short,8475.7504,8592.0,2020-03,-116.24959999999919,1908.1566081397068
2020-04-15 09:00:00+00:00,2020-04-16 02:00:00+00:00,long,8516.0,8676.7504,2020-06,160.7504000000008,2068.9070081397076
2020-04-17 12:00:00+00:00,2020-04-21 10:00:00+00:00,long,8745.7504,8411.815835052459,2020-06,-333.93456494754173,1734.9724431921659
2020-06-11 04:00:00+00:00,2020-06-11 14:00:00+00:00,long,9956.0,9680.982978676635,2020-09,-275.01702132336504,1459.9554218688008
2020-06-29 12:00:00+00:00,2020-07-01 09:00:00+00:00,short,9893.2496,10174.260359100943,2020-09,-281.0107591009437,1178.9446627678572
2020-07-05 18:00:00+00:00,2020-07-05 19:00:00+00:00,long,10347.2496,10393.2496,2020-09,46.0,1224.9446627678572
2020-07-07 16:00:00+00:00,2020-07-08 09:00:00+00:00,long,10516.7504,10627.2496,2020-09,110.49919999999838,1335.4438627678555
