Entry_Time,Exit_Time,Side,Entry,Exit,Tp,Sl,PnL,Contract
2010-01-27 10:00:00+00:00,2010-01-27 10:00:00+00:00,short,1805.5,1791.475156290174,1791.475156290174,1827.5190046244268,14.024843709825973,2010-03
2010-01-28 12:00:00+00:00,2010-01-29 13:00:00+00:00,short,1765.5,1747.1320795831793,1747.1320795831793,1794.3376350544083,18.367920416820652,2010-03
2010-02-01 03:00:00+00:00,2010-02-02 13:00:00+00:00,short,1745.5,1770.46726664936,1729.5972823889429,1770.46726664936,-24.96726664936,2010-03
2010-02-04 11:00:00+00:00,2010-02-04 14:00:00+00:00,short,1747.75,1735.2271703701263,1735.2271703701263,1767.4108425189017,12.52282962987374,2010-03
2010-02-05 04:00:00+00:00,2010-02-05 08:00:00+00:00,short,1737.25,1725.7480677302258,1725.7480677302258,1755.3080336635455,11.501932269774215,2010-03
2010-02-05 11:00:00+00:00,2010-02-05 13:00:00+00:00,short,1736.5,1719.7438171532715,1719.7438171532715,1762.8072070693638,16.756182846728507,2010-03
2010-02-09 00:00:00+00:00,2010-02-09 12:00:00+00:00,short,1737.75,1758.449718803646,1724.5654657301618,1758.449718803646,-20.699718803645965,2010-03
2010-02-10 05:00:00+00:00,2010-02-10 10:00:00+00:00,short,1755.0,1742.9471719427222,1742.9471719427222,1773.9229400499262,12.052828057277793,2010-03
2010-02-10 18:00:00+00:00,2010-02-11 11:00:00+00:00,short,1745.5,1768.4683224014575,1730.8704952856958,1768.4683224014575,-22.9683224014575,2010-03
2010-02-12 12:00:00+00:00,2010-02-16 02:00:00+00:00,short,1767.0,1787.6885517959033,1753.8225784739468,1787.6885517959033,-20.688551795903322,2010-03
2010-02-16 11:00:00+00:00,2010-02-17 02:00:00+00:00,long,1793.25,1804.0016010220186,1804.0016010220186,1776.369986395431,10.751601022018576,2010-03
2010-02-17 05:00:00+00:00,2010-02-18 05:00:00+00:00,long,1805.0,1813.9597800243462,1813.9597800243462,1790.9331453617765,8.959780024346173,2010-03
2010-02-18 12:00:00+00:00,2010-02-19 11:00:00+00:00,long,1814.75,1825.0577117247253,1825.0577117247253,1798.5668925921811,10.307711724725323,2010-03
2010-02-19 14:00:00+00:00,2010-02-23 10:00:00+00:00,long,1824.5,1806.1670860085005,1836.1770152812098,1806.1670860085005,-18.33291399149948,2010-03
2010-02-24 12:00:00+00:00,2010-02-25 09:00:00+00:00,long,1813.25,1793.3264701176658,1825.940146421869,1793.3264701176658,-19.92352988233415,2010-03
2010-02-26 06:00:00+00:00,2010-02-28 18:00:00+00:00,long,1817.0,1828.2610832271785,1828.2610832271785,1799.3200993333298,11.26108322717846,2010-03
2010-02-28 21:00:00+00:00,2010-03-01 10:00:00+00:00,long,1826.25,1839.5158885382543,1839.5158885382543,1805.4225549949406,13.26588853825433,2010-03
2010-03-01 20:00:00+00:00,2010-03-02 09:00:00+00:00,long,1844.25,1855.8103857767387,1855.8103857767387,1826.10019433052,11.560385776738713,2010-06
2010-03-02 20:00:00+00:00,2010-03-05 02:00:00+00:00,long,1851.75,1863.4602002431686,1863.4602002431686,1833.3649856182253,11.710200243168629,2010-06
2010-03-05 07:00:00+00:00,2010-03-05 09:00:00+00:00,long,1863.5,1872.890295277889,1872.890295277889,1848.7572364137143,9.390295277888981,2010-06
2010-03-07 21:00:00+00:00,2010-03-09 10:00:00+00:00,long,1887.0,1898.3317369421954,1898.3317369421954,1869.2091730007533,11.331736942195448,2010-06
2010-03-09 20:00:00+00:00,2010-03-10 10:00:00+00:00,long,1902.0,1914.497892577979,1914.497892577979,1882.378308652573,12.497892577978973,2010-06
2010-03-10 18:00:00+00:00,2010-03-12 08:00:00+00:00,long,1917.0,1930.7219552607419,1930.7219552607419,1895.4565302406352,13.721955260741879,2010-06
2010-03-12 14:00:00+00:00,2010-03-15 11:00:00+00:00,long,1925.75,1905.2726742742452,1938.7928826278694,1905.2726742742452,-20.47732572575478,2010-06
2010-03-16 00:00:00+00:00,2010-03-16 10:00:00+00:00,long,1918.0,1929.032150013079,1929.032150013079,1900.6795244794662,11.03215001307899,2010-06
2010-03-16 13:00:00+00:00,2010-03-17 09:00:00+00:00,long,1928.5,1939.7220096896187,1939.7220096896187,1910.8814447872987,11.222009689618744,2010-06
2010-03-17 20:00:00+00:00,2010-03-18 10:00:00+00:00,long,1935.5,1946.7281623873191,1946.7281623873191,1917.871785051909,11.228162387319117,2010-06
2010-03-18 16:00:00+00:00,2010-03-19 11:00:00+00:00,long,1943.25,1924.0552550528412,1955.4759521956425,1924.0552550528412,-19.194744947158824,2010-06
2010-03-22 21:00:00+00:00,2010-03-23 15:00:00+00:00,long,1947.5,1957.557615396186,1957.557615396186,1931.709543827988,10.057615396186065,2010-06
2010-03-24 02:00:00+00:00,2010-03-24 11:00:00+00:00,long,1959.0,1948.1872184652373,1965.8871219966643,1948.1872184652373,-10.812781534762735,2010-06
2010-03-26 11:00:00+00:00,2010-03-26 13:00:00+00:00,long,1955.75,1941.2464920457912,1964.987903155547,1941.2464920457912,-14.503507954208771,2010-06
2010-03-29 00:00:00+00:00,2010-03-29 09:00:00+00:00,long,1956.25,1965.6911641558838,1965.6911641558838,1941.4273722752623,9.441164155883826,2010-06
2010-03-29 18:00:00+00:00,2010-04-01 09:00:00+00:00,long,1963.25,1972.180953640039,1972.180953640039,1949.228402785139,8.930953640038979,2010-06
2010-04-04 19:00:00+00:00,2010-04-05 10:00:00+00:00,long,1964.5,1971.991449695367,1971.991449695367,1952.7384239782737,7.4914496953670096,2010-06
2010-04-05 19:00:00+00:00,2010-04-06 14:00:00+00:00,long,1974.25,1981.9773266066645,1981.9773266066645,1962.1180972275365,7.727326606664519,2010-06
2010-04-06 23:00:00+00:00,2010-04-07 13:00:00+00:00,long,1976.75,1983.1970575042612,1983.1970575042612,1966.6281197183098,6.447057504261238,2010-06
2010-04-08 14:00:00+00:00,2010-04-09 15:00:00+00:00,long,1978.0,1987.7617169916182,1987.7617169916182,1962.6741043231596,9.761716991618187,2010-06
2010-04-11 19:00:00+00:00,2010-04-13 05:00:00+00:00,long,1999.25,1985.6888885661733,2007.887650594794,1985.6888885661733,-13.561111433826682,2010-06
2010-04-13 15:00:00+00:00,2010-04-13 16:00:00+00:00,long,2000.0,2008.4770957916314,2008.4770957916314,1986.6909596071387,8.477095791631427,2010-06
2010-04-13 20:00:00+00:00,2010-04-14 11:00:00+00:00,long,2009.0,2017.931646338674,2017.931646338674,1994.977315248282,8.931646338674,2010-06
2010-04-15 02:00:00+00:00,2010-04-15 10:00:00+00:00,long,2023.75,2030.1957602696643,2030.1957602696643,2013.630156376627,6.4457602696643335,2010-06
2010-04-15 16:00:00+00:00,2010-04-16 09:00:00+00:00,long,2035.0,2021.6435418220035,2043.5072982025454,2021.6435418220035,-13.356458177996501,2010-06
2010-04-20 02:00:00+00:00,2010-04-20 06:00:00+00:00,long,2010.75,2020.463201367045,2020.463201367045,1995.5002738537394,9.71320136704503,2010-06
2010-04-20 13:00:00+00:00,2010-04-20 16:00:00+00:00,long,2021.75,2032.6410271736693,2032.6410271736693,2004.651087337339,10.891027173669272,2010-06
2010-04-20 20:00:00+00:00,2010-04-21 11:00:00+00:00,long,2036.0,2017.6791562734472,2047.6693272143648,2017.6791562734472,-18.320843726552766,2010-06
2010-04-22 06:00:00+00:00,2010-04-22 09:00:00+00:00,long,2018.75,2004.6062014795473,2027.7587888665305,2004.6062014795473,-14.14379852045272,2010-06
2010-04-22 22:00:00+00:00,2010-04-23 08:00:00+00:00,long,2034.0,2046.4799978907795,2046.4799978907795,2014.4064033114762,12.479997890779487,2010-06
2010-04-23 15:00:00+00:00,2010-04-27 11:00:00+00:00,long,2051.5,2031.5841855622664,2064.185232125945,2031.5841855622664,-19.915814437733616,2010-06
2010-04-28 19:00:00+00:00,2010-04-29 10:00:00+00:00,short,2008.75,2032.8315838960564,1993.4114115311743,2032.8315838960564,-24.081583896056372,2010-06
2010-04-29 20:00:00+00:00,2010-04-30 12:00:00+00:00,long,2037.0,2017.0928480855878,2049.6797145951673,2017.0928480855878,-19.907151914412225,2010-06
2010-05-03 21:00:00+00:00,2010-05-04 07:00:00+00:00,long,2028.25,2009.9960128719433,2039.8767433936666,2009.9960128719433,-18.25398712805668,2010-06
2010-05-04 20:00:00+00:00,2010-05-05 08:00:00+00:00,short,1968.25,1952.6917667088624,1952.6917667088624,1992.676426267086,15.55823329113764,2010-06
2010-05-05 15:00:00+00:00,2010-05-06 11:00:00+00:00,short,1952.0,1933.5893660207323,1933.5893660207323,1980.9046953474501,18.410633979267686,2010-06
2010-05-06 14:00:00+00:00,2010-05-06 14:00:00+00:00,short,1925.25,1905.0351582058893,1905.0351582058893,1956.987301616754,20.214841794110725,2010-06
2010-05-06 21:00:00+00:00,2010-05-07 10:00:00+00:00,short,1884.25,1843.4219117247437,1843.4219117247437,1948.3500985921526,40.82808827525628,2010-06
2010-05-07 16:00:00+00:00,2010-05-10 03:00:00+00:00,short,1846.25,1914.5929704769226,1802.7194455561003,1914.5929704769226,-68.34297047692257,2010-06
2010-05-11 08:00:00+00:00,2010-05-11 11:00:00+00:00,short,1921.5,1953.2293616525153,1901.290215507952,1953.2293616525153,-31.72936165251531,2010-06
2010-05-12 01:00:00+00:00,2010-05-12 09:00:00+00:00,short,1918.5,1949.2853929821888,1898.8914694380965,1949.2853929821888,-30.785392982188796,2010-06
2010-05-13 14:00:00+00:00,2010-05-13 15:00:00+00:00,short,1964.25,1947.537831506705,1947.537831506705,1990.488104534473,16.71216849329494,2010-06
2010-05-13 19:00:00+00:00,2010-05-14 08:00:00+00:00,short,1943.75,1926.3090914921104,1926.3090914921104,1971.1322263573866,17.440908507889617,2010-06
2010-05-14 11:00:00+00:00,2010-05-14 11:00:00+00:00,short,1906.75,1889.4958643441967,1889.4958643441967,1933.8389929796112,17.25413565580334,2010-06
2010-05-16 21:00:00+00:00,2010-05-16 23:00:00+00:00,short,1906.75,1886.0578527907849,1886.0578527907849,1939.2366711184677,20.692147209215136,2010-06
2010-05-17 14:00:00+00:00,2010-05-18 08:00:00+00:00,short,1891.75,1928.3463551223851,1868.4402196672706,1928.3463551223851,-36.59635512238515,2010-06
2010-05-18 21:00:00+00:00,2010-05-19 11:00:00+00:00,short,1871.5,1849.5767393003168,1849.5767393003168,1905.9195192985026,21.92326069968317,2010-06
2010-05-19 18:00:00+00:00,2010-05-20 07:00:00+00:00,short,1873.75,1846.9203180865145,1846.9203180865145,1915.8726006041722,26.8296819134855,2010-06
2010-05-20 19:00:00+00:00,2010-05-25 09:00:00+00:00,short,1791.75,1759.8979911982772,1759.8979911982772,1841.757653818705,31.852008801722832,2010-06
2010-05-25 15:00:00+00:00,2010-05-26 08:00:00+00:00,short,1796.25,1837.1629681431773,1770.19078462218,1837.1629681431773,-40.912968143177295,2010-06
2010-05-26 19:00:00+00:00,2010-05-27 03:00:00+00:00,short,1788.0,1827.179542273828,1763.0448775325935,1827.179542273828,-39.17954227382802,2010-06
2010-05-30 20:00:00+00:00,2010-06-01 03:00:00+00:00,short,1860.75,1839.8649616341982,1839.8649616341982,1893.5395102343089,20.885038365801847,2010-06
2010-06-01 06:00:00+00:00,2010-06-01 09:00:00+00:00,short,1830.0,1853.1100822917638,1815.280202361934,1853.1100822917638,-23.110082291763774,2010-09
2010-06-02 01:00:00+00:00,2010-06-02 12:00:00+00:00,short,1833.5,1862.725493283523,1814.8850361251446,1862.725493283523,-29.225493283523065,2010-09
2010-06-03 03:00:00+00:00,2010-06-04 04:00:00+00:00,long,1884.25,1899.6481105220314,1899.6481105220314,1860.0749664804107,15.398110522031402,2010-09
2010-06-04 15:00:00+00:00,2010-06-07 14:00:00+00:00,short,1832.0,1809.484664808894,1809.484664808894,1867.3490762500362,22.515335191106033,2010-09
2010-06-07 18:00:00+00:00,2010-06-08 10:00:00+00:00,short,1795.75,1771.2661229703924,1771.2661229703924,1834.189686936484,24.483877029607584,2010-09
2010-06-08 16:00:00+00:00,2010-06-11 10:00:00+00:00,short,1794.25,1838.4921434921876,1766.0702907693073,1838.4921434921876,-44.24214349218755,2010-09
2010-06-14 11:00:00+00:00,2010-06-14 15:00:00+00:00,long,1871.75,1846.0133552435022,1888.1427673608266,1846.0133552435022,-25.736644756497753,2010-09
2010-06-15 06:00:00+00:00,2010-06-15 11:00:00+00:00,long,1863.25,1878.170781423257,1878.170781423257,1839.8243731654866,14.92078142325704,2010-09
2010-06-16 00:00:00+00:00,2010-06-16 11:00:00+00:00,long,1890.5,1903.7053607442958,1903.7053607442958,1869.7675836314554,13.205360744295831,2010-09
2010-06-16 22:00:00+00:00,2010-06-17 05:00:00+00:00,long,1899.5,1912.9078619537531,1912.9078619537531,1878.4496567326078,13.407861953753127,2010-09
